"kclust","Age","Overall","Potential","Wage","InternationalReputation","JerseyNumber","Height","Weight","ST","CF","W","CAM","CM","OM","CDM","WB","CB","FB","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","StandingTackle","SlidingTackle"
"9895",2,27,70,70,8,1,2,73,170,65,64,65,63,63,65,67,69,69,69,71,62,66,67,51,65,73,65,62,63,68,75,53,72,53,64,78,67,72,63,64,70,64,53,30,68,72,68,71
"9896",2,24,70,75,5,1,23,69,163,56,63,68,65,64,70,65,70,63,69,73,32,42,68,29,75,65,22,61,78,91,92,90,62,71,41,70,72,62,35,65,60,64,57,36,59,65,69,66
"9897",1,28,70,70,5,1,18,70,154,66,66,66,66,67,68,68,68,68,69,64,56,73,69,53,66,59,52,65,70,74,74,72,69,74,65,86,82,69,54,70,63,68,65,43,68,64,70,67
"9898",2,27,70,70,7,1,4,69,163,65,66,67,65,64,67,65,69,66,69,65,59,57,63,37,70,64,35,56,67,82,83,83,70,79,76,81,77,64,72,80,65,63,54,47,67,63,68,70
"9899",2,27,70,70,4,1,12,72,168,56,58,61,59,61,63,66,69,66,69,72,38,55,68,38,62,67,58,64,64,75,79,67,63,72,56,76,74,69,41,65,70,56,48,48,64,66,68,70
"9900",2,29,70,70,2,1,20,71,159,64,64,65,65,66,67,68,69,67,69,68,56,65,71,35,66,63,66,71,70,73,76,68,64,60,64,61,84,73,59,68,55,64,53,54,65,74,70,68
"9901",2,28,70,70,1,1,77,69,168,61,63,66,64,64,67,66,68,65,68,75,52,57,64,58,67,57,67,70,68,75,71,77,67,68,57,52,65,58,48,68,68,70,56,57,57,69,71,68
"9902",2,24,70,75,4,1,12,68,161,60,62,63,63,64,65,68,69,67,68,64,48,57,69,35,64,62,48,64,69,74,71,78,70,78,66,75,75,64,45,72,69,58,57,59,68,70,70,67
"9903",2,31,70,70,12,1,33,71,154,57,60,62,61,64,64,68,69,67,68,64,37,54,69,41,72,56,51,61,69,66,60,64,71,69,52,68,78,67,34,70,68,62,53,62,64,70,71,71
"9904",1,31,70,70,9,2,17,72,159,62,64,66,65,66,67,67,69,66,68,71,53,58,69,54,69,70,66,65,67,77,75,74,61,71,68,64,82,63,60,71,63,62,63,66,66,72,68,65
"9905",2,31,70,70,4,1,20,70,168,57,60,62,61,63,63,66,68,67,68,68,42,59,69,48,61,67,66,52,66,71,67,73,65,72,47,74,79,71,54,66,66,61,59,51,67,63,71,72
"9906",2,26,70,70,11,1,16,70,161,57,61,63,62,64,65,67,69,66,68,66,36,57,67,35,66,57,49,63,68,73,74,67,72,70,56,54,76,65,48,71,68,59,60,46,73,66,66,69
"9907",2,26,70,70,16,1,15,67,143,52,56,60,58,59,62,64,69,63,68,64,33,50,62,36,68,53,43,56,64,85,81,84,66,79,54,69,77,46,34,62,72,41,50,42,62,65,70,66
"9908",2,20,70,79,6,1,2,73,154,65,65,65,64,66,67,68,69,67,69,66,53,65,67,49,65,68,36,66,67,75,76,66,69,59,73,73,87,74,49,70,67,67,63,45,72,66,66,64
"9909",2,30,70,70,0,1,4,69,159,56,59,62,61,63,63,67,69,66,69,62,33,57,65,43,69,56,27,67,67,76,81,90,74,85,66,71,76,61,59,55,70,40,52,52,72,68,69,67
"9910",2,23,70,75,21,1,24,69,146,47,49,54,50,53,57,62,68,63,68,68,24,56,63,34,60,45,26,49,65,77,73,71,65,75,28,73,82,49,25,59,69,36,20,22,63,63,69,69
"9911",2,28,70,70,13,1,27,70,172,61,65,68,67,67,70,67,70,65,69,76,42,63,70,48,77,63,45,64,74,79,84,76,58,67,60,69,81,73,42,73,64,59,73,56,64,50,69,68
"9912",1,30,70,70,9,1,27,71,159,66,67,68,66,66,68,67,70,66,69,74,66,59,66,61,66,60,69,62,64,74,76,78,68,74,72,76,85,64,63,64,67,68,68,65,72,70,69,67
"9913",2,22,70,75,6,1,2,71,159,58,60,62,61,64,65,68,68,68,68,68,34,66,66,35,64,46,45,70,70,75,80,63,65,70,65,84,75,70,41,74,66,52,62,42,65,66,70,66
"9914",2,29,70,70,5,1,28,72,181,50,51,53,53,58,58,67,68,71,68,65,17,70,65,23,55,43,36,55,63,68,59,57,66,64,46,82,83,81,25,73,70,48,47,51,58,72,71,71
"9915",2,32,70,70,5,1,7,72,172,58,61,63,63,65,65,68,69,67,68,73,39,59,71,48,69,57,44,68,71,65,63,65,58,63,55,70,75,63,62,72,64,66,52,52,62,68,71,76
"9916",2,30,70,70,4,1,14,71,165,52,55,59,58,62,62,67,69,68,69,70,33,64,70,30,57,51,50,62,64,71,71,73,71,71,30,80,82,71,30,71,63,49,54,56,69,65,74,67
"9917",2,25,70,74,10,1,2,70,154,55,59,61,60,63,63,66,68,65,68,63,26,60,66,37,66,59,41,64,65,78,79,72,67,74,57,63,78,61,40,66,66,55,59,59,64,67,68,70
"9918",2,30,70,70,6,1,21,74,172,62,60,61,59,62,63,68,69,69,69,70,48,74,69,52,63,47,34,67,70,69,70,66,65,63,69,75,75,76,39,77,71,53,42,34,63,58,71,70
"9919",1,22,70,75,8,1,8,69,154,62,66,69,67,66,69,66,70,64,69,71,53,48,70,58,73,70,62,58,73,84,78,84,67,82,64,79,77,51,52,70,66,62,63,59,67,65,68,66
"9920",2,19,70,83,2,1,98,65,150,63,64,67,64,62,67,65,69,64,69,66,59,50,68,45,70,42,52,59,71,91,89,90,73,80,58,83,69,60,49,55,65,53,42,50,63,65,69,64
"9921",2,24,70,74,18,1,2,70,159,64,66,67,66,65,66,67,67,69,68,61,61,63,66,31,70,47,42,62,67,79,85,77,63,77,64,74,60,71,60,69,67,60,68,51,63,70,73,70
"9922",2,23,70,78,10,1,25,69,159,59,60,63,61,62,65,65,68,66,68,69,40,66,69,39,72,59,38,63,70,75,73,64,62,75,55,68,70,69,47,58,64,54,48,54,66,63,70,72
"9923",2,29,70,70,7,1,20,68,154,48,53,55,55,60,60,67,68,68,69,56,15,59,57,14,64,32,36,58,66,73,58,60,73,70,25,74,84,65,15,63,75,60,53,46,55,73,74,71
"9924",1,23,70,75,5,1,20,74,181,68,69,69,68,67,70,68,69,68,69,60,61,65,65,42,74,52,38,66,72,85,87,70,66,56,72,74,86,80,60,82,64,66,62,44,70,64,65,67
"9925",2,28,70,70,3,1,18,70,159,62,62,64,62,62,66,65,68,65,68,64,56,62,63,33,62,42,29,58,66,85,86,78,63,66,59,76,88,66,46,73,65,59,58,37,64,59,66,65
"9926",1,32,70,70,0,2,16,73,174,65,66,67,66,66,69,67,70,67,69,72,58,63,68,53,73,66,51,68,71,72,74,69,69,57,69,71,86,72,55,80,59,64,55,59,64,55,70,74
"9927",2,29,70,70,8,1,2,71,146,62,63,64,62,64,66,67,69,67,68,68,42,58,65,56,72,62,61,64,68,70,76,74,69,62,74,64,80,71,46,76,66,62,52,60,57,66,73,64
"9928",1,28,70,70,4,1,10,69,148,65,68,70,68,66,70,66,70,64,69,73,57,56,68,53,74,69,70,60,72,83,82,78,66,79,73,40,71,53,64,71,65,65,64,68,67,70,68,64
"9929",2,24,70,77,10,1,24,68,134,57,60,62,60,59,63,62,68,63,68,71,34,69,70,36,61,52,49,42,70,78,77,79,62,83,67,82,68,31,41,61,63,56,51,48,64,61,71,72
"9930",2,24,70,77,4,1,28,70,174,59,60,63,62,64,65,67,70,69,70,72,40,69,71,37,61,56,45,66,65,81,74,76,63,66,50,74,82,80,50,58,66,64,53,40,55,68,70,72
"9931",2,21,70,81,10,1,2,70,139,60,64,66,66,68,68,69,70,66,69,76,45,56,76,43,69,75,42,72,73,64,67,63,66,71,58,64,70,59,52,69,64,69,61,48,62,67,70,72
"9932",2,25,70,75,20,1,2,73,172,54,55,56,57,61,59,69,67,73,68,52,24,72,68,32,55,34,26,66,66,68,74,60,68,64,34,86,69,88,28,74,71,59,49,39,69,68,75,73
"9933",1,25,70,73,17,1,2,68,128,64,67,68,67,67,70,66,69,64,68,73,58,51,66,43,68,67,67,66,70,78,83,65,65,75,64,77,81,68,50,55,61,70,69,55,61,64,67,69
"9934",2,27,70,70,8,2,18,69,157,57,60,61,61,62,62,67,68,68,68,61,41,51,67,48,65,64,58,56,67,73,67,77,70,80,64,72,64,59,55,78,71,49,53,48,68,69,73,75
"9935",2,25,70,72,4,1,31,70,168,60,63,64,64,65,66,67,69,66,68,71,39,61,67,37,69,65,57,64,67,75,73,73,64,67,65,75,76,65,56,69,68,62,64,49,66,66,68,69
"9936",2,25,70,75,3,1,28,70,168,59,61,64,62,63,66,66,69,64,68,66,49,42,68,33,63,52,41,68,63,80,90,80,67,72,51,83,92,77,47,62,55,62,51,47,59,72,65,66
"9937",2,24,70,75,13,1,25,72,154,50,51,53,51,55,55,66,67,70,69,58,12,70,58,49,60,50,30,56,65,69,73,67,70,67,59,70,72,69,48,74,72,32,32,27,68,72,73,72
"9938",2,24,70,74,5,1,22,67,137,58,63,65,62,62,66,63,70,60,69,66,41,48,64,56,70,67,38,53,71,85,88,79,70,82,65,72,89,37,61,66,62,53,49,46,52,61,65,66
"9939",2,25,70,72,12,1,17,72,161,56,56,58,56,58,60,66,68,69,68,67,44,63,66,50,59,46,27,53,64,67,68,65,67,67,55,73,67,62,43,75,71,46,45,60,60,71,72,74
"9940",2,30,70,70,3,1,14,72,168,64,65,66,65,65,67,67,68,67,68,64,56,62,67,53,66,52,60,63,66,77,80,80,70,71,64,73,82,70,61,71,63,61,63,60,66,70,66,66
"9941",2,34,70,70,13,1,15,73,179,56,58,61,61,64,64,68,69,68,69,72,41,62,73,44,55,45,46,71,61,77,78,61,64,57,43,62,78,79,42,67,63,56,62,61,61,72,68,67
"9942",2,25,70,74,6,1,2,69,157,59,61,62,61,63,64,66,69,65,68,67,36,50,66,44,70,71,67,60,71,73,72,74,69,73,75,63,78,70,62,65,69,50,45,61,63,64,69,68
"9943",2,26,70,70,14,1,19,70,163,59,61,64,63,63,65,65,68,67,69,77,51,65,67,54,67,41,42,61,62,71,73,72,67,71,53,66,65,64,52,57,66,51,67,62,66,70,71,71
"9944",2,22,70,78,47,1,3,67,146,62,63,65,62,62,66,66,69,67,69,68,51,57,67,34,67,58,44,59,68,84,79,75,64,65,66,58,77,68,59,81,63,63,44,45,59,70,70,67
"9945",1,32,70,70,3,1,23,70,163,62,64,65,64,64,66,66,68,66,68,67,52,57,65,46,67,65,69,63,68,83,84,73,71,74,74,70,72,69,73,69,65,43,62,70,65,65,66,66
"9946",1,33,70,70,0,2,7,69,168,64,66,67,66,67,67,69,69,68,69,70,59,50,64,62,67,65,35,72,66,77,74,73,67,68,72,57,70,69,69,77,69,66,67,57,65,75,71,68
"9947",2,24,70,74,3,1,4,71,163,50,48,49,49,53,51,63,62,68,64,51,41,66,59,35,38,39,35,55,52,65,68,64,64,74,51,90,71,71,54,83,67,30,44,32,63,71,70,65
"9948",2,25,70,71,6,1,29,69,159,56,59,62,60,62,63,66,69,67,68,69,33,58,68,24,65,39,35,58,65,81,77,71,64,74,47,75,81,73,62,73,67,55,47,55,70,65,69,66
"9949",2,24,70,74,1,1,70,68,154,64,66,67,66,67,67,68,69,67,69,71,50,58,69,47,67,56,40,68,69,77,76,73,67,78,75,74,72,63,72,70,70,64,63,41,62,69,67,68
"9950",2,24,69,74,4,1,5,70,154,57,56,59,57,59,61,64,67,67,67,66,43,69,65,43,68,46,41,62,67,75,73,71,64,67,62,91,78,70,44,61,62,32,39,52,59,67,68,66
"9951",2,23,69,76,4,1,6,74,168,59,58,60,56,56,61,63,68,67,68,63,50,65,63,31,70,72,30,35,66,75,79,68,67,65,68,65,77,74,33,70,70,40,38,46,68,61,71,65
"9952",2,30,69,69,4,1,22,71,165,63,65,66,65,66,67,67,68,67,68,70,53,64,67,33,68,46,54,66,68,72,70,67,63,65,64,81,82,74,61,76,65,68,64,51,64,61,67,70
"9953",2,32,69,69,3,1,14,69,163,55,55,57,54,57,59,65,67,68,68,65,30,55,64,40,59,59,24,58,60,70,71,74,64,83,63,67,80,77,48,74,67,58,31,36,71,66,73,72
"9954",2,27,69,69,19,1,6,69,165,57,59,60,60,62,62,66,67,67,67,68,35,60,69,36,65,53,42,66,66,68,68,69,64,62,56,64,68,73,50,65,63,57,50,50,60,70,72,71
"9955",2,23,69,74,3,1,2,72,165,59,61,63,61,60,64,64,67,67,68,59,37,59,54,29,72,48,29,55,64,82,91,84,64,72,62,80,79,71,48,80,67,63,57,36,60,63,71,69
"9956",2,21,69,76,2,1,2,69,146,56,60,63,61,62,65,64,68,62,68,70,33,54,65,27,67,57,38,60,69,82,83,79,64,83,66,68,79,50,52,62,65,54,52,48,62,59,65,68
"9957",2,30,69,69,7,1,17,70,159,55,57,59,59,62,61,67,68,68,68,67,37,62,67,31,59,31,41,65,64,70,71,69,66,73,67,68,68,63,43,71,70,43,60,44,72,73,70,69
"9958",2,27,69,69,5,1,46,67,154,63,63,63,62,64,65,67,67,68,67,64,50,65,62,49,69,52,45,69,67,70,74,65,66,86,79,81,77,74,49,76,68,58,60,59,67,67,66,68
"9959",2,34,69,69,12,1,15,70,165,59,59,61,60,63,64,66,67,66,67,75,52,62,74,54,63,62,40,77,50,63,75,45,64,69,64,78,74,60,50,68,57,58,56,63,61,69,69,75
"9960",2,30,69,69,6,1,15,66,132,57,55,59,54,54,59,59,67,60,67,72,75,58,56,70,50,46,31,47,53,74,75,70,69,84,43,40,84,33,63,55,70,42,35,50,73,68,62,69
"9961",2,26,69,72,12,1,25,70,168,57,60,61,61,62,62,67,67,68,67,58,46,54,66,55,65,55,29,55,69,74,66,68,69,75,62,69,73,68,62,78,68,39,60,44,66,69,71,69
"9962",2,24,69,75,7,1,30,73,159,54,56,59,55,56,61,62,67,65,68,62,32,55,60,27,60,52,31,52,62,90,90,70,60,66,55,80,78,65,37,63,66,53,39,39,54,68,68,65
"9963",2,27,69,69,7,1,20,70,163,49,55,58,58,61,62,66,68,63,67,67,21,44,68,30,59,43,29,60,62,79,72,78,67,71,36,54,90,75,30,68,64,53,60,43,64,66,63,64
"9964",2,24,69,70,6,1,69,72,165,58,61,62,61,63,65,64,68,63,67,68,38,60,68,39,67,52,43,60,68,68,83,70,65,54,59,55,83,60,40,64,60,59,56,45,60,60,65,67
"9965",2,21,69,78,5,1,24,70,154,54,58,60,59,60,62,64,68,65,68,67,29,53,63,47,67,55,36,54,66,73,72,68,64,69,45,64,69,54,45,63,65,63,48,43,64,69,72,74
"9966",2,23,69,77,4,1,2,68,150,56,59,62,60,59,63,63,68,64,68,62,42,54,60,29,67,53,45,46,65,86,89,83,66,77,51,76,78,63,45,64,68,48,53,44,65,65,66,65
"9967",2,21,69,80,21,1,16,69,141,54,58,62,60,61,63,65,67,66,67,69,35,62,66,25,69,50,31,60,68,77,72,69,60,81,31,74,66,59,41,70,64,60,48,32,66,70,70,69
"9968",2,29,69,69,4,1,28,67,143,61,63,65,63,63,66,65,68,64,67,68,52,52,65,52,66,48,41,62,69,79,77,76,63,77,64,73,79,57,56,70,64,60,54,52,62,66,67,65
"9969",2,32,69,69,4,1,14,71,174,57,56,58,55,58,60,64,67,68,68,75,31,57,58,59,49,74,31,59,59,69,78,68,64,65,58,70,76,82,54,69,65,70,43,33,67,69,72,68
"9970",2,28,69,69,5,1,20,66,148,47,51,55,53,56,59,63,67,63,67,63,21,53,64,21,57,35,30,59,61,82,81,82,63,83,26,72,82,58,28,58,63,43,37,36,65,66,70,66
"9971",2,28,69,69,22,1,2,69,157,61,64,64,65,67,66,68,68,67,67,67,45,58,68,43,67,65,58,64,69,68,62,70,68,73,60,70,70,68,59,69,69,68,69,61,70,65,70,70
"9972",2,19,69,81,20,1,37,70,154,57,61,64,61,61,65,63,67,63,67,69,36,54,62,31,71,32,31,56,68,84,79,79,65,85,56,84,67,50,32,68,67,63,55,39,66,61,68,68
"9973",2,35,69,69,9,2,21,69,159,59,61,63,63,65,63,69,67,70,67,72,49,61,74,48,68,57,45,65,71,50,53,69,72,74,63,71,49,62,55,72,72,54,55,57,75,78,73,69
"9974",2,31,69,69,19,1,2,70,161,53,56,57,57,60,59,67,67,70,67,60,40,63,62,28,60,49,38,55,63,65,57,53,65,70,32,83,72,66,39,80,73,56,57,38,63,72,74,73
"9975",2,27,69,69,18,1,32,69,157,62,63,64,62,62,66,64,68,65,68,67,47,59,62,32,68,61,29,59,65,85,81,72,66,68,70,82,74,64,50,60,65,65,54,48,67,66,69,67
"9976",2,31,69,69,7,1,3,65,148,56,60,63,62,63,65,65,68,63,67,71,41,56,67,42,66,53,42,64,65,77,80,91,65,91,50,88,77,46,44,74,65,53,62,44,54,63,66,64
"9977",2,22,69,78,10,1,13,72,161,59,60,63,59,59,64,63,68,64,68,65,60,62,66,25,66,38,29,55,68,86,85,74,65,64,49,60,73,63,25,58,66,44,43,49,59,64,68,63
"9978",2,26,69,70,4,1,2,71,165,58,60,61,60,62,63,66,68,67,67,59,41,49,62,52,65,55,53,59,65,79,77,74,66,71,61,67,82,77,51,75,66,59,52,31,60,68,70,68
"9979",2,32,69,69,9,1,4,70,179,60,60,60,60,62,62,67,67,69,68,65,34,65,65,53,61,69,64,63,64,74,77,62,70,61,71,80,70,82,55,74,65,55,57,69,67,68,68,70
"9980",2,22,69,77,10,1,14,69,157,52,56,59,58,60,62,65,68,64,67,68,35,52,69,20,66,38,18,55,62,72,67,71,62,70,43,61,77,60,27,58,69,53,52,41,50,68,70,67
"9981",2,25,69,72,1,1,3,73,176,62,65,66,66,65,68,66,68,66,68,63,52,60,66,35,75,46,33,58,74,74,73,70,69,62,48,60,78,71,37,57,65,67,62,43,59,72,68,62
"9982",2,21,69,77,8,1,18,72,172,54,55,58,56,57,61,64,67,66,67,66,44,58,65,33,66,36,29,57,66,74,75,67,61,63,46,67,77,70,31,68,59,39,38,43,67,69,69,72
"9983",2,29,69,69,13,1,15,70,176,56,56,58,56,58,60,65,67,68,67,60,40,57,64,48,65,48,31,53,61,73,67,70,69,79,61,73,80,66,42,85,67,48,36,52,50,66,73,70
"9984",2,26,69,71,34,2,25,73,170,61,62,63,62,64,65,67,68,68,68,71,41,62,66,60,67,60,52,64,68,58,73,60,69,66,72,63,64,69,41,71,66,67,62,49,62,69,73,72
"9985",2,31,69,69,4,1,3,70,157,60,63,64,64,65,66,67,68,66,68,67,45,53,67,59,68,72,59,60,67,72,74,71,69,67,64,62,77,71,51,71,71,61,65,37,67,64,66,66
"9986",2,25,69,72,5,1,22,69,154,59,62,64,63,63,65,65,68,64,67,67,43,58,66,45,69,65,48,59,70,75,76,77,65,75,63,60,75,65,61,68,65,53,55,58,63,64,65,67
"9987",2,32,69,69,6,1,2,72,185,58,58,58,58,62,60,67,67,69,68,62,46,63,67,40,50,40,34,57,62,63,65,56,64,42,65,83,90,82,54,73,67,55,61,43,65,60,75,73
"9988",2,26,69,70,7,1,2,72,157,59,60,62,61,63,64,66,68,67,68,71,43,62,66,35,64,61,44,60,66,74,67,71,63,63,62,87,81,67,43,65,65,60,61,49,65,67,72,66
"9989",2,28,69,69,22,1,12,69,165,60,64,66,64,64,67,65,69,64,68,69,32,52,66,58,69,66,54,64,68,89,88,81,68,87,71,88,77,68,52,70,62,63,62,54,64,62,63,65
"9990",2,20,69,77,6,1,3,71,143,60,61,63,62,63,65,66,68,65,68,66,44,60,68,43,70,51,49,65,64,77,77,75,68,74,62,74,83,66,46,71,66,57,50,41,66,68,64,63
"9991",2,36,69,69,5,1,2,73,152,58,60,59,62,67,62,70,68,69,68,76,39,78,70,29,59,64,70,71,68,42,43,60,66,62,72,46,77,62,68,68,75,58,68,78,80,78,68,67
"9992",2,23,69,75,5,1,12,72,185,55,55,57,56,59,59,68,67,71,67,66,32,67,66,30,65,32,31,59,66,64,64,60,66,42,66,60,67,88,39,81,71,39,47,37,63,67,73,70
"9993",2,27,69,70,4,1,2,70,163,61,63,65,63,64,66,65,68,63,68,68,46,52,67,46,68,69,71,57,69,78,74,79,69,75,75,57,83,59,53,67,59,58,58,45,65,63,69,67
"9994",2,28,69,69,5,1,17,67,143,54,57,60,56,57,62,62,68,61,68,64,35,51,60,25,59,59,37,54,61,90,92,89,62,77,60,80,92,44,31,72,68,55,43,47,65,60,60,64
"9995",2,26,69,70,13,1,91,70,172,60,61,62,60,61,63,64,67,65,67,64,40,60,62,58,65,65,38,60,65,79,81,71,65,77,70,64,79,68,60,62,64,60,44,43,58,65,70,63
"9996",2,31,69,69,18,1,2,73,183,58,58,59,57,60,61,66,67,70,68,68,27,73,65,47,65,63,40,61,64,66,69,71,69,62,66,75,68,79,50,71,69,59,39,55,69,70,68,71
"9997",2,22,69,78,3,1,96,66,141,59,64,65,65,65,66,65,68,62,67,65,35,49,65,36,71,67,41,61,67,77,76,86,66,88,73,80,84,51,65,62,63,64,66,44,65,63,68,68
"9998",2,26,69,69,5,1,20,70,154,64,66,68,67,66,69,66,68,64,68,68,52,59,70,62,73,66,34,64,69,82,86,82,67,66,59,66,76,68,50,72,63,65,66,44,69,55,67,64
"9999",2,20,69,81,4,1,32,72,159,55,59,61,60,61,63,65,67,65,67,65,35,56,64,35,65,46,35,57,68,74,72,77,66,74,40,72,68,57,34,60,67,65,55,48,70,67,72,68
"10000",2,31,69,69,6,1,44,72,172,60,61,61,62,64,63,68,67,69,67,60,43,72,67,33,62,49,42,66,65,67,66,68,72,65,58,66,74,72,45,80,68,60,61,37,68,67,70,67
"10001",2,36,69,69,5,1,4,66,152,54,58,60,60,61,60,67,66,68,67,69,27,45,64,28,53,53,35,62,61,74,62,73,84,85,56,79,40,65,53,79,75,63,60,47,67,69,71,75
"10002",2,29,69,69,9,1,21,67,163,58,61,63,62,63,65,66,68,63,68,67,50,41,66,42,64,65,61,65,67,77,74,78,71,83,59,64,74,61,45,63,72,55,53,42,64,59,67,69
"10003",2,30,69,69,3,1,31,72,168,57,57,57,56,60,60,67,68,70,68,68,40,64,65,27,60,52,29,63,61,60,68,48,71,62,62,83,71,77,45,69,70,50,47,22,65,69,72,71
"10004",2,28,69,69,5,1,12,74,170,58,59,60,59,61,62,65,67,66,67,63,35,65,65,28,64,50,45,62,67,75,77,64,62,67,65,63,77,69,47,68,64,55,47,39,57,64,66,70
"10005",2,29,69,69,9,1,17,72,174,65,66,67,65,63,69,63,68,63,67,68,57,59,66,49,71,53,41,57,66,87,89,71,67,68,62,67,81,68,43,58,56,68,57,42,63,66,65,62
"10006",2,22,69,77,1,1,16,69,152,56,58,60,58,59,62,63,67,63,67,60,41,62,61,39,59,40,30,60,58,86,84,77,59,79,41,82,92,49,45,67,66,65,48,41,59,63,64,67
"10007",2,31,69,69,6,1,29,69,154,58,60,62,60,61,63,64,68,64,68,68,46,52,64,49,63,53,62,53,65,78,75,77,65,80,67,81,81,57,54,60,68,52,55,62,66,65,68,68
"10008",2,26,69,70,7,1,18,69,141,62,63,63,62,64,64,67,67,67,67,57,51,60,64,38,66,57,42,68,70,74,77,72,65,77,70,81,78,65,60,72,64,58,51,56,65,67,73,67
"10009",2,23,69,76,15,1,30,73,174,59,61,61,62,66,63,70,68,69,68,56,44,66,73,46,64,44,43,70,67,66,65,65,72,63,62,67,76,75,51,67,68,50,60,45,67,69,72,69
"10010",2,23,69,76,3,1,24,69,176,65,66,67,65,64,67,65,68,65,67,66,58,53,65,57,70,68,41,57,67,84,80,73,70,67,71,65,74,66,59,75,63,64,60,55,61,70,63,63
"10011",5,28,69,69,1,1,25,74,183,45,42,45,42,46,47,61,65,70,67,59,25,73,58,26,31,26,31,26,55,65,64,58,76,65,29,73,69,75,29,69,73,21,26,32,69,70,72,70
"10012",2,22,69,77,11,1,15,67,143,64,66,68,67,66,68,66,68,65,68,70,57,62,71,51,74,60,44,66,70,78,76,72,62,75,62,65,65,62,58,58,64,64,60,50,64,66,70,70
"10013",1,29,69,69,0,1,14,70,174,68,69,70,68,66,69,66,69,66,68,68,63,64,65,58,70,67,46,59,71,90,82,78,72,75,80,85,73,71,72,61,74,59,64,70,67,63,62,55
"10014",2,29,69,69,5,1,3,69,176,60,60,61,60,61,63,65,67,66,67,65,44,66,64,46,60,56,32,61,65,76,79,67,67,68,60,76,75,72,48,66,65,60,53,46,65,64,65,66
"10015",1,34,69,69,3,1,2,72,168,66,65,65,65,67,66,69,68,68,68,72,58,65,70,58,61,80,75,68,67,65,62,72,75,64,84,76,72,76,67,75,69,60,67,62,68,63,68,67
"10016",2,27,69,69,8,1,39,71,163,58,61,63,63,64,65,66,68,66,68,69,41,51,64,42,68,64,62,61,64,71,73,70,64,64,49,64,70,71,52,62,68,68,64,40,55,71,71,70
"10017",2,26,69,71,7,1,2,70,157,62,64,66,65,66,67,67,68,66,68,70,43,58,68,43,67,73,52,67,68,79,75,76,70,73,69,74,65,71,62,66,65,63,64,50,70,64,70,67
"10018",1,20,69,81,13,1,24,67,163,63,65,67,65,64,67,67,69,67,67,70,55,44,73,51,71,67,66,57,72,77,71,77,65,91,70,76,77,75,54,83,59,59,54,60,59,71,70,65
"10019",2,20,69,81,0,1,6,72,170,53,54,56,55,59,59,65,67,65,67,64,26,59,62,54,53,58,55,63,63,73,72,68,67,64,56,68,85,68,41,56,62,53,47,35,60,67,73,65
"10020",2,23,69,76,6,1,2,73,168,62,65,67,66,65,69,65,68,65,68,70,41,58,65,34,75,67,52,63,76,89,86,75,59,56,61,57,73,73,42,70,64,65,62,49,58,58,67,65
"10021",2,22,69,77,6,1,12,70,161,59,62,64,62,63,65,65,68,66,68,65,47,57,64,29,68,55,35,61,65,79,79,75,61,72,57,76,75,67,39,60,67,62,63,48,60,68,69,68
"10022",2,34,69,69,7,2,21,72,172,59,59,59,59,62,61,67,66,70,67,65,42,68,65,44,61,56,43,61,63,54,68,64,70,63,65,79,62,75,51,72,74,61,53,41,75,60,75,72
"10023",2,34,68,68,6,1,15,65,137,57,63,65,64,63,65,63,67,59,66,66,46,38,68,61,73,70,72,58,61,78,75,87,64,89,67,70,69,31,62,51,69,57,65,55,73,71,61,70
"10024",2,32,68,68,9,1,15,69,165,62,62,63,63,64,64,66,66,68,67,70,48,70,66,51,65,67,62,64,66,67,68,71,68,53,66,83,67,69,60,76,64,60,60,61,61,67,67,68
"10025",2,28,68,68,0,1,18,69,148,49,54,58,56,57,60,63,66,65,66,69,21,52,56,26,63,27,33,51,67,76,74,77,61,78,31,70,72,61,25,71,62,56,53,45,58,74,66,70
"10026",2,26,68,71,2,1,15,74,165,54,54,56,53,55,58,62,65,66,66,59,33,64,57,32,61,39,32,52,62,77,82,71,63,60,56,72,73,72,45,67,64,38,39,41,60,65,70,69
"10027",2,23,68,73,2,1,29,67,146,56,60,62,62,63,64,66,67,65,66,68,32,54,66,32,64,58,34,64,73,73,74,70,62,68,45,65,71,72,48,63,64,62,56,36,62,67,68,64
"10028",2,34,68,68,4,1,23,67,141,58,61,63,62,60,64,64,67,65,66,66,45,52,68,40,64,56,40,53,63,81,87,89,65,71,59,82,75,71,45,72,57,54,58,49,60,70,64,64
"10029",2,30,68,68,4,1,8,72,172,60,60,62,60,61,62,67,67,68,66,62,60,48,62,43,58,59,44,57,62,70,78,72,62,63,52,71,78,82,50,91,74,63,55,53,61,63,68,65
"10030",2,28,68,68,6,1,2,72,165,57,58,60,58,59,62,62,66,64,66,67,46,60,64,32,62,31,31,59,61,79,80,57,59,63,55,85,74,61,55,58,65,52,49,43,62,64,66,66
"10031",2,22,68,75,1,1,2,69,157,49,53,57,53,54,59,59,66,59,66,61,28,58,59,21,66,29,27,41,68,83,82,77,69,80,34,59,77,39,29,49,67,33,32,38,55,60,63,61
